artist_name,specific_genre
mick taylor,british blues
robben ford,blues
robben ford,blues rock
robben ford,electric blues
robben ford,jazz blues
robben ford,jazz fusion
robben ford,modern blues
robben ford,modern blues rock
robben ford,soul blues
swell maps,experimental
swell maps,experimental rock
swell maps,garage psych
swell maps,gbvfi
swell maps,noise rock
swell maps,post-hardcore
swell maps,post-punk
swell maps,punk blues
swell maps,uk post-punk
kevin coyne,british blues
peter green,blues
peter green,blues rock
peter green,british blues
peter green,electric blues
peter green,modern blues
pat travers,album rock
pat travers,blues rock
pat travers,classic rock
pat travers,country rock
pat travers,hard rock
pat travers,southern rock
alex chilton,country rock
alex chilton,gbvfi
alex chilton,post-punk
alex chilton,power pop
alex chilton,pub rock
alex chilton,punk blues
alex chilton,roots rock
krokus,album rock
krokus,glam metal
krokus,hard rock
krokus,metal
krokus,rock
krokus,swiss rock
george thorogood,album rock
george thorogood,blues rock
george thorogood,classic rock
george thorogood,country rock
george thorogood,electric blues
george thorogood,hard rock
george thorogood,heartland rock
george thorogood,mellow gold
george thorogood,rock
the cramps,alternative rock
the cramps,garage rock
the cramps,gothabilly
the cramps,new wave
the cramps,post-punk
the cramps,psychobilly
the cramps,punk
the cramps,punk blues
dave davies,british blues
"clarence ""gatemouth"" brown",blues
"clarence ""gatemouth"" brown",blues rock
"clarence ""gatemouth"" brown",memphis blues
"clarence ""gatemouth"" brown",modern blues
"clarence ""gatemouth"" brown",texas blues
"clarence ""gatemouth"" brown",traditional blues
mick fleetwood,british blues
mick fleetwood,rock drums
rabbit muse,piedmont blues
the action,british blues
the action,classic garage rock
the action,freakbeat
the action,psychedelic rock
the gun club,alternative rock
the gun club,cowpunk
the gun club,experimental
the gun club,garage rock
the gun club,no wave
the gun club,post-punk
the gun club,psychobilly
the gun club,punk
the gun club,punk blues
z.z. hill,quiet storm
z.z. hill,soul
z.z. hill,soul blues
z.z. hill,southern soul
z.z. hill,southern soul blues
the flesh eaters,early us punk
the flesh eaters,punk blues
the saints,red dirt
the saints,roots americana
the saints,texas country
robert plant,album rock
robert plant,art rock
robert plant,blues rock
robert plant,classic rock
robert plant,hard rock
robert plant,mellow gold
robert plant,progressive rock
robert plant,rock
robert plant,roots rock
robert plant,soft rock
robert plant,symphonic rock
robert plant,uk americana
ted hawkins,folk
ted hawkins,soul blues
hound dog taylor,acoustic blues
hound dog taylor,blues
hound dog taylor,blues rock
hound dog taylor,chicago blues
hound dog taylor,electric blues
hound dog taylor,traditional blues
robert cray,blues
robert cray,blues rock
robert cray,electric blues
robert cray,modern blues
robert cray,soul blues
paul rodgers,blues rock
latimore,pop r&b
latimore,r&b
latimore,trap soul
the fleshtones,garage rock
the fleshtones,garage rock revival
the fleshtones,power pop
the fleshtones,pub rock
the fleshtones,punk blues
the fleshtones,trash rock
jimmy johnson,chicago blues
jimmy johnson,electric blues
stevie ray vaughan,album rock
stevie ray vaughan,blues
stevie ray vaughan,blues rock
stevie ray vaughan,classic rock
stevie ray vaughan,electric blues
stevie ray vaughan,instrumental rock
stevie ray vaughan,modern blues
stevie ray vaughan,rock
stevie ray vaughan,texas blues
carlos santana,blues rock
carlos santana,jazz fusion
denise lasalle,classic soul
denise lasalle,soul
denise lasalle,soul blues
denise lasalle,southern soul
denise lasalle,southern soul blues
mike bloomfield,blues
mike bloomfield,blues rock
mike bloomfield,chicago blues
mike bloomfield,country rock
mike bloomfield,electric blues
mike bloomfield,modern blues
james cotton,acoustic blues
james cotton,blues
james cotton,chicago blues
james cotton,electric blues
james cotton,harmonica blues
james cotton,modern blues
james cotton,traditional blues
jimmy page,album rock
jimmy page,blues rock
jimmy page,british blues
jimmy page,classic rock
jimmy page,electric blues
jimmy page,hard rock
nappy brown,jump blues
nappy brown,rhythm and blues
chick webb,big band
chick webb,harlem renaissance
chick webb,jazz blues
chick webb,jazz drums
chick webb,stride
chick webb,swing
the delmonas,medway sound
the delmonas,punk blues
the delmonas,trash rock
lonnie mack,blues
lonnie mack,blues rock
lonnie mack,electric blues
lonnie mack,modern blues
lonnie mack,texas blues
the blues band,blues
the blues band,blues rock
the blues band,chicago blues
the blues band,classic rock
the blues band,country rock
the blues band,electric blues
the blues band,harmonica blues
the blues band,psychedelic rock
the blues band,traditional blues
nathan abshire,cajun
nathan abshire,louisiana blues
nathan abshire,swamp blues
nathan abshire,swamp pop
nathan abshire,zydeco
john fogerty,album rock
john fogerty,blues rock
john fogerty,classic rock
john fogerty,country rock
john fogerty,heartland rock
john fogerty,mellow gold
john fogerty,rock
john fogerty,swamp rock
john scofield,contemporary jazz
john scofield,jazz
john scofield,jazz blues
john scofield,jazz funk
john scofield,jazz fusion
john scofield,jazz guitar
john scofield,soul jazz
snooky pryor,blues
snooky pryor,chicago blues
snooky pryor,electric blues
snooky pryor,harmonica blues
helen humes,jazz blues
helen humes,torch song
jane's addiction,alternative metal
jane's addiction,alternative rock
jane's addiction,blues rock
jane's addiction,funk metal
jane's addiction,funk rock
jane's addiction,grunge
jane's addiction,hard rock
jane's addiction,nu metal
jane's addiction,permanent wave
jane's addiction,rock
colin james,blues rock
colin james,canadian blues
colin james,classic canadian rock
colin james,electric blues
colin james,modern blues
keith richards,blues
keith richards,blues rock
keith richards,british blues
keith richards,electric blues
the jeff healey band,blues rock
the jeff healey band,canadian blues
the jeff healey band,electric blues
the jeff healey band,modern blues
traveling wilburys,album rock
traveling wilburys,beatlesque
traveling wilburys,classic rock
traveling wilburys,folk rock
traveling wilburys,heartland rock
traveling wilburys,mellow gold
traveling wilburys,rock
traveling wilburys,roots rock
traveling wilburys,soft rock
traveling wilburys,supergroup
adam gussow,harmonica blues
the five keys,doo-wop
the five keys,rhythm and blues
the five keys,vocal harmony group
big mama thornton,acoustic blues
big mama thornton,blues
big mama thornton,electric blues
big mama thornton,harmonica blues
big mama thornton,rhythm and blues
big mama thornton,texas blues
big mama thornton,traditional blues
eddie boyd,blues
eddie boyd,chicago blues
eddie boyd,piano blues
joe liggins,jazz blues
joe liggins,jump blues
joe liggins,piano blues
joe liggins,rhythm and blues
the subdudes,louisiana blues
the subdudes,roots rock
the subdudes,swamp rock
little milton,blues
little milton,electric blues
little milton,memphis soul
little milton,soul
little milton,soul blues
little milton,southern soul
marvin sease,quiet storm
marvin sease,southern soul
marvin sease,southern soul blues
david peaston,southern soul blues
robert johnson,acoustic blues
robert johnson,blues
robert johnson,blues rock
robert johnson,delta blues
robert johnson,pre-war blues
robert johnson,traditional blues
the neville brothers,country rock
the neville brothers,louisiana blues
the neville brothers,new orleans blues
the neville brothers,new orleans funk
the neville brothers,roots rock
the neville brothers,soul
alan lomax,appalachian folk
alan lomax,spirituals
alan lomax,traditional blues
alan lomax,traditional folk
william clarke,blues
william clarke,boogie-woogie
william clarke,chicago blues
william clarke,electric blues
william clarke,harmonica blues
william clarke,modern blues
the vaughan brothers,blues
the vaughan brothers,blues rock
the vaughan brothers,electric blues
the vaughan brothers,modern blues
the vaughan brothers,texas blues
earl hooker,acoustic blues
earl hooker,blues
earl hooker,chicago blues
earl hooker,electric blues
earl hooker,rock-and-roll
earl hooker,traditional blues
the jive five,doo-wop
the jive five,rhythm and blues
the gories,detroit rock
the gories,garage pop
the gories,garage rock
the gories,punk blues
the gories,trash rock
mississippi john hurt,acoustic blues
mississippi john hurt,american folk revival
mississippi john hurt,appalachian folk
mississippi john hurt,blues
mississippi john hurt,country blues
mississippi john hurt,delta blues
mississippi john hurt,folk
mississippi john hurt,piedmont blues
mississippi john hurt,traditional blues
mississippi john hurt,traditional folk
clyde mcphatter,brill building pop
clyde mcphatter,doo-wop
clyde mcphatter,rhythm and blues
clyde mcphatter,rock-and-roll
clyde mcphatter,rockabilly
bessie smith,blues
bessie smith,harlem renaissance
bessie smith,jazz blues
bessie smith,traditional blues
widespread panic,athens indie
widespread panic,blues rock
widespread panic,jam band
widespread panic,roots rock
widespread panic,southern rock
kenny neal,blues
kenny neal,electric blues
kenny neal,louisiana blues
kenny neal,modern blues
kenny neal,swamp blues
robben ford & the blue line,electric blues
robben ford & the blue line,modern blues
larry davis,soul blues
larry davis,texas blues
arc angels,blues rock
arc angels,southern rock
arc angels,texas blues
big bub,new jack swing
big bub,southern soul blues
buddy knox,brill building pop
buddy knox,doo-wop
buddy knox,rhythm and blues
buddy knox,rock-and-roll
buddy knox,rockabilly
louis jordan,big band
louis jordan,blues
louis jordan,rhythm and blues
louis jordan,rock-and-roll
louis jordan,swing
ella mae morse,big band
ella mae morse,jump blues
ella mae morse,swing
"arthur ""big boy"" crudup",acoustic blues
"arthur ""big boy"" crudup",blues
"arthur ""big boy"" crudup",chicago blues
"arthur ""big boy"" crudup",delta blues
"arthur ""big boy"" crudup",rock-and-roll
"arthur ""big boy"" crudup",traditional blues
lester davenport,chicago blues
the moonglows,brill building pop
the moonglows,doo-wop
the moonglows,rhythm and blues
the moonglows,rock-and-roll
blind willie johnson,acoustic blues
blind willie johnson,blues
blind willie johnson,country blues
blind willie johnson,gospel blues
blind willie johnson,texas blues
blind willie johnson,traditional blues
blind willie johnson,traditional folk
the jon spencer blues explosion,blues rock
the jon spencer blues explosion,garage rock
the jon spencer blues explosion,punk blues
the robert cray band,blues
the robert cray band,blues rock
the robert cray band,electric blues
the robert cray band,modern blues
morphine,alternative rock
morphine,blues rock
morphine,boston rock
otis clay,chicago soul
otis clay,memphis soul
otis clay,soul
otis clay,soul blues
otis clay,southern soul
johnny maestro,brill building pop
johnny maestro,doo-wop
johnny maestro,rhythm and blues
johnny maestro,rock-and-roll
cookie & the cupcakes,swamp blues
cookie & the cupcakes,swamp pop
carey bell,blues
carey bell,boogie-woogie
carey bell,chicago blues
carey bell,electric blues
carey bell,harmonica blues
supersuckers,garage rock
supersuckers,punk 'n' roll
supersuckers,punk blues
tinsley ellis,blues
tinsley ellis,blues rock
tinsley ellis,electric blues
tinsley ellis,memphis blues
tinsley ellis,modern blues
tinsley ellis,modern blues rock
ali farka touré,afrobeat
ali farka touré,afropop
ali farka touré,desert blues
ali farka touré,malian blues
ali farka touré,mande pop
ali farka touré,world
slim gaillard,jazz blues
slim gaillard,stride
slim gaillard,swing
chris duarte,modern blues
chris duarte,texas blues
the nutmegs,doo-wop
the nutmegs,rhythm and blues
jimmie vaughan,blues
jimmie vaughan,blues rock
jimmie vaughan,electric blues
jimmie vaughan,modern blues
jimmie vaughan,soul blues
jimmie vaughan,texas blues
snowy white,blues rock
snowy white,british blues
snowy white,electric blues
snowy white,modern blues
junior kimbrough,acoustic blues
junior kimbrough,blues
junior kimbrough,blues rock
junior kimbrough,country blues
junior kimbrough,delta blues
junior kimbrough,modern blues rock
junior kimbrough,punk blues
junior kimbrough,traditional blues
corey stevens,electric blues
corey stevens,modern blues
corey stevens,modern blues rock
corey stevens,power blues-rock
corey stevens,texas blues
jimmy mccracklin,jump blues
jimmy mccracklin,piano blues
jimmy mccracklin,rhythm and blues
jimmy mccracklin,soul blues
jimmy mccracklin,southern soul
mad season,alternative metal
mad season,alternative rock
mad season,blues rock
mad season,grunge
mad season,rock
mad season,supergroup
kenny wayne shepherd,blues
kenny wayne shepherd,blues rock
kenny wayne shepherd,classic rock
kenny wayne shepherd,country rock
kenny wayne shepherd,electric blues
kenny wayne shepherd,modern blues
kenny wayne shepherd,modern blues rock
kenny wayne shepherd,rock
sonny landreth,blues
sonny landreth,blues rock
sonny landreth,country rock
