artist_name,occurrences,theme_weight
steps ahead,3,0.943209843
stoney larue,3,0.941130959
shi 360,3,0.983267433
sonny stitt,3,0.851917194
the cowsills,3,0.911617629
the keynotes,3,0.883999925
dave grusin,3,0.988326335
golden smog,3,0.908147934
dock boggs,3,0.945471302
dee clark,3,0.861545134
deap vally,3,0.893100568
michael brecker,3,0.971162926
the neville brothers,3,0.93095029
herb ellis,3,0.935883524
frankie valli & the four seasons,3,0.986802689
marlena shaw,3,0.979137402
t-rock,3,0.901925916
change,3,0.93908023
walter trout,3,0.904661854
etta jones,3,0.942789155
hank mobley,3,0.945531563
zoot sims,3,0.948020096
riley green,3,0.986545232
joe henderson,3,0.90881836
deana carter,3,0.997074338
soft machine,3,0.951324521
tom scott,3,0.909024374
jimmie rodgers,3,0.986144636
frankie avalon,3,0.954451694
the nerves,3,0.903879928
jo dee messina,3,0.950414663
chris smither,3,0.989692714
champion jack dupree,3,0.949040172
otis taylor,3,0.989538374
brick,3,0.973069372
dan auerbach,3,0.922198265
leaders of the new school,3,0.937843765
chuck mangione,3,0.978488
eric b. & rakim,3,0.796710818
weather report,3,0.977875904
todd terry,3,0.997628501
jimmie vaughan,3,0.938953184
songs: ohia,3,0.995337669
ahmad jamal,3,0.966032865
goin' through,3,0.984129897
georgie fame,3,0.94742058
brett eldredge,3,0.947781718
snowy white,3,0.921859327
william clark green,3,0.926483638
junior kimbrough,3,0.956072331
little willie john,3,0.974802401
night beats,3,0.863761397
3rd bass,3,0.889123759
bobby day,3,0.981779518
mel waiters,3,0.958268751
the reverend peyton's big damn band,3,0.989245268
yusef lateef,3,0.962383423
rayess bek,3,0.99712218
artifacts,3,0.881171714
vanilla fudge,3,0.927563114
herman's hermits,3,0.979923744
lndn drgs,3,0.964212137
bobbi humphrey,3,0.984220194
pistol annies,3,0.989540773
spirit,3,0.948593101
angelo debarre,3,0.955067801
massacre,3,0.989223058
"clarence ""gatemouth"" brown",3,0.937154179
possessed by paul james,3,0.947621859
easton corbin,3,0.892284995
t. m. soundararajan,3,0.996773183
the blackwater fever,3,0.954604757
ted hawkins,3,0.997292583
lonnie liston smith,3,0.928238587
ronnie dunn,3,0.918559434
benjamin booker,3,0.940278745
esquivel!,3,0.942281801
the robert cray band,3,0.941845299
otis rush,3,0.930568997
ted heath,3,0.958668752
darlene love,3,0.972261287
buddy knox,3,0.950594859
pat metheny group,3,0.677257818
blind faith,3,0.961604592
the pack a.d.,3,0.915287154
warren hill,3,0.988742111
emerson drive,3,0.939743487
mary lou williams,3,0.926520117
the young rascals,3,0.986651689
june christy,3,0.913721908
van dyke parks,3,0.994836851
cynic,3,0.968684174
mandrill,3,0.82908914
esther phillips,3,0.966201059
laura fygi,3,0.927868929
"bonnie ""prince"" billy",3,0.878658571
doyle bramhall ii,3,0.931757685
shawn james & the shapeshifters,3,0.970183302
james cotton,3,0.963071482
fontella bass,3,0.991565452
king curtis,3,0.973981054
denise lasalle,3,0.916719371
weldon irvine,3,0.964576095
jan & dean,3,0.961601025
chuck willis,3,0.958082303
dexter wansel,3,0.979828222
little hurricane,3,0.98411294
alex chilton,3,0.996679962
dave rawlings machine,3,0.950202516
joanne shaw taylor,3,0.919824259
phil perry,3,0.961171559
talib kweli,3,0.896704784
jaco pastorius,3,0.922179436
nate dogg,3,0.846247907
carlos santana,3,0.909150478
jessica andrews,3,0.996305102
andy griggs,3,0.86900763
public enemy,3,0.917749134
jimmy johnson,3,0.934063607
logan mize,3,0.92252622
shedaisy,3,0.970012396
blaze foley,3,0.96873812
ella mae morse,3,0.932745831
julianne hough,3,0.885885446
the jones girls,3,0.958547144
tiffany,3,0.856257798
snow,3,0.943101189
govana,3,0.961778761
jah roots,3,0.872447916
shane & shane,3,0.864122748
chadwick stokes,3,0.948269411
simplified,3,0.867881003
ultravox,3,0.968206963
zac efron,3,0.93134056
mild high club,3,0.916817057
hale,3,0.986899503
we the kings,3,0.873558052
the sound,3,0.780109561
warrior king,3,0.984723613
misty in roots,3,0.993411637
junior kelly,3,0.857555951
the cab,3,0.935130106
elephant man,3,0.983546981
jazmine sullivan,3,0.957883406
graham parker,3,0.946209115
bushman,3,0.976946302
glen washington,3,0.973636258
alpha blondy,3,0.905659937
twista,3,0.914153216
phil wickham,3,0.889953436
julian marley,3,0.939034721
miike snow,3,0.983503727
wale,3,0.94102532
the struts,3,0.861836585
los cafres,3,0.978080475
troy,3,0.934392395
stone senses,3,0.955378114
angels & airwaves,3,0.937300592
gwen stefani,3,0.960032366
dave matthews,3,0.871169668
jesse royal,3,0.970743603
me first and the gimme gimmes,3,0.963519023
fruit bats,3,0.863985796
hilary duff,3,0.924174253
ludacris,3,0.907145334
the growlers,3,0.908302806
the cheetah girls,3,0.907581733
the chiffons,3,0.936134049
the walters,3,0.77677932
keane,3,0.893173255
natasha bedingfield,3,0.944769993
hollie cook,3,0.967610905
aaron kamm and the one drops,3,0.98584267
paul westerberg,3,0.909987952
rob thomas,3,0.919119511
celtic woman,3,0.958397119
the pussycat dolls,3,0.886260527
john legend,3,0.975983697
ying yang twins,3,0.84924366
etana,3,0.932658713
seedless,3,0.928386398
sashamon,3,0.940991135
chris brown,3,0.902962935
hours eastly,3,0.969572667
kari jobe,3,0.812550744
david ball,3,0.984433096
joe jackson,3,0.896026755
carlene davis,3,0.843154053
j. rawls,3,0.98905311
mike will made-it,3,0.949635998
tori kelly,3,0.97128347
milky chance,3,0.890864423
iggy azalea,3,0.994293713
k camp,3,0.968403063
derrick harriott,3,0.913975712
bleachers,3,0.910225015
5 seconds of summer,3,0.945943639
sam hunt,3,0.920183508
ty dolla $ign,3,0.941035048
a great big world,3,0.97824749
tiësto,3,0.861120545
vance joy,3,0.988641198
craig campbell,3,0.898730175
jaymes young,3,0.954931027
langhorne slim,3,0.922454136
galantis,3,0.873955675
kygo,3,0.952037279
yo gotti,3,0.963436905
alfa mist,3,0.993885075
børns,3,0.911559213
troye sivan,3,0.962812656
axian,3,0.976538783
nick hakim,3,0.976628599
yazmin lacey,3,0.942717284
sudan archives,3,0.858705744
major lazer,3,0.923753564
bahamas,3,0.772223963
beach house,3,0.966147089
little john,3,0.957602692
neon trees,3,0.925649779
sleeping with sirens,3,0.951153339
trampled by turtles,3,0.939256527
alpha & omega,3,0.981273601
flo rida,3,0.948184547
miguel,3,0.911683776
andrew belle,3,0.959155251
local natives,3,0.937688018
trey songz,3,0.972979644
junior reid,3,0.970889438
barns courtney,3,0.89847251
mad professor,3,0.97394103
touré kunda,3,0.88795871
king tubby,3,0.978010911
the viceroys,3,0.962530239
johnny osbourne,3,0.956281078
wally warning,3,0.937980691
papa san,3,0.910966453
matt maeson,3,0.926909965
singers and players,3,0.979317837
bishop briggs,3,0.814420721
walk the moon,3,0.938993878
of monsters and men,3,0.885815382
junior murvin,3,0.828754
the congos,3,0.993399982
cassadee pope,3,0.970185155
the elovaters,3,0.982676132
shenseea,3,0.940599879
bluntone,3,0.991090449
the all-american rejects,3,0.976523633
the kooks,3,0.856445497
corrosion of conformity,3,0.97913389
catherine wheel,3,0.887974136
firehouse,3,0.882987717
too $hort,3,0.934374627
level 42,3,0.997254621
temple of the dog,3,0.949463018
greensky bluegrass,3,0.99654701
warrant,3,0.876030906
prefab sprout,3,0.927999517
starship,3,0.950399815
winger,3,0.933487871
michael bolton,3,0.942234124
the last shadow puppets,3,0.905667127
brandy,3,0.94426157
toadies,3,0.977148095
lagwagon,3,0.97075446
jeff buckley,3,0.892660851
stereolab,3,0.978724231
common,3,0.920415738
our lady peace,3,0.860251733
ol' dirty bastard,3,0.920023486
boyzone,3,0.90540785
jewel,3,0.922650082
big l,3,0.914429308
bronski beat,3,0.995806545
eels,3,0.876329421
love and rockets,3,0.95882614
helmet,3,0.992237185
tony! toni! toné!,3,0.953465086
mindless self indulgence,3,0.987764977
the rapture,3,0.989626698
the mars volta,3,0.981922329
debbie gibson,3,0.910741413
the proclaimers,3,0.931901933
information society,3,0.94845969
melissa etheridge,3,0.94355256
adema,3,0.987187783
mercyme,3,0.930721104
bobby brown,3,0.925387056
cold,3,0.973422013
tobymac,3,0.939669503
the seekers,3,0.933641808
julee cruise,3,0.930279817
kyuss,3,0.994892784
the ocean blue,3,0.993822489
crossfade,3,0.956300388
jellyfish,3,0.970142101
placebo,3,0.858913548
the sundays,3,0.964776538
mastodon,3,0.940972493
james,3,0.924146106
choking victim,3,0.976222589
toad the wet sprocket,3,0.938932194
fear factory,3,0.886727577
boyz ii men,3,0.980676046
pulp,3,0.880572424
soul coughing,3,0.887042463
foxy brown,3,0.971967663
steel panther,3,0.955915209
bad suns,3,0.96627032
method man,3,0.833764781
puscifer,3,0.970957604
new found glory,3,0.940594876
musiq soulchild,3,0.973835047
eurythmics,3,0.981235916
adam ant,3,0.98030603
current joys,3,0.932744875
berlin,3,0.919654876
ben folds,3,0.936511464
jaheim,3,0.977618462
the west coast pop art experimental band,3,0.941550254
king krule,3,0.885811814
ja rule,3,0.926052508
trick daddy,3,0.978783488
blu cantrell,3,0.954722335
diddy,3,0.92667176
alicia keys,3,0.974788586
fat joe,3,0.901717484
hoobastank,3,0.889042721
captain beefheart & his magic band,3,0.94217638
quarterflash,3,0.843211488
authority zero,3,0.896327221
floetry,3,0.906122018
sugarcult,3,0.975965307
jason mraz,3,0.858357693
the champs,3,0.955139933
jennifer lopez,3,0.962790744
the bouncing souls,3,0.969592306
lionel richie,3,0.906462998
lyres,3,0.889610202
alison moyet,3,0.96584721
maxwell,3,0.880594755
mercyful fate,3,0.978419082
quiet riot,3,0.836673147
dru hill,3,0.905013268
erykah badu,3,0.875135031
three 6 mafia,3,0.951641495
laura branigan,3,0.845864081
ben folds five,3,0.927323912
third eye blind,3,0.95373933
billy ocean,3,0.85611074
jermaine dupri,3,0.944415263
gerry & the pacemakers,3,0.995196324
sugar ray,3,0.921842335
billy squier,3,0.881610303
train,3,0.937429296
you me at six,3,0.903888143
monica,3,0.945149926
tyrese,3,0.897959463
buzzcocks,3,0.911083724
chris tomlin,3,0.90770929
dido,3,0.88922651
the afters,3,0.947575909
savage garden,3,0.952167845
meat loaf,3,0.932039098
the style council,3,0.937844088
leaf beach,3,0.957628328
mukesh,3,0.88284731
the knitters,3,0.969647695
swing republic,3,0.877929536
holly dunn,3,0.973184951
lauv,3,0.933628948
nick drake,3,0.82384999
nav,3,0.9409994
lighter shade of brown,3,0.96843127
h.e.r.,3,0.843775966
bryan white,3,0.945852522
heavy d & the boyz,3,0.972679107
kool moe dee,3,0.928352949
michael nesmith,3,0.968823352
grandmaster melle mel,3,0.929815484
chinese man,3,0.988592268
candy dulfer,3,0.875935222
cardi b,3,0.955858309
jay soto,3,0.96347297
dj jazzy jeff,3,0.924081286
larry gatlin & the gatlin brothers,3,0.915332703
pussycat,3,0.94996663
the georgia satellites,3,0.995725618
boozoo bajou,3,0.983500417
suzy bogguss,3,0.922126936
charley patton,3,0.902023843
guts,3,0.968883569
vildhjarta,3,0.989551913
dean lewis,3,0.936305863
proleter,3,0.962491987
eldissa,3,0.966028145
crazy p,3,0.88955658
andrew gold,3,0.94706393
goldfish,3,0.837519265
de-phazz,3,0.92743763
camila cabello,3,0.983170761
migos,3,0.919042136
robbie robertson,3,0.96416288
john schneider,3,0.975272462
lyre le temps,3,0.948712256
yppah,3,0.935984652
johnny rodriguez,3,0.986335709
lowell george,3,0.855177509
amazing rhythm aces,3,0.877290772
slow pain,3,0.892819763
janis ian,3,0.997076448
the cinematic orchestra,3,0.977218045
dillard & clark,3,0.940110632
slim whitman,3,0.991697995
canibus,3,0.885532933
people under the stairs,3,0.995922242
tom rush,3,0.948437095
david cassidy,3,0.938934689
jessi colter,3,0.995515067
arlo guthrie,3,0.951705961
the beau brummels,3,0.881590933
new york dolls,3,0.912119422
spoonie gee,3,0.955343631
devin townsend band,3,0.935984144
david houston,3,0.926274897
sofa surfers,3,0.911233064
hoyt axton,3,0.940802161
the 5th dimension,3,0.996679152
joe ely,3,0.869532244
tory lanez,3,0.92148652
eric carmen,3,0.937376144
juliana aquino,3,0.968193633
webb pierce,3,0.982339222
charlie haden,3,0.963970057
stéphane pompougnac,3,0.869364854
supaman,3,0.982792944
chuck loeb,3,0.864822623
positive k,3,0.901274547
blue six,3,0.996212121
cantoma,3,0.955709027
the band perry,3,0.924687289
télépopmusik,3,0.995977122
donny osmond,3,0.975598052
wayman tisdale,3,0.951294279
black noise,3,0.968020018
al stewart,3,0.979387135
romare,3,0.954005078
soulive,3,0.937585917
leprous,3,0.994236216
smif-n-wessun,3,0.900346836
ella mai,3,0.962606542
swingrowers,3,0.97804347
vic mensa,3,0.943303511
hal ketchum,3,0.996891851
kid loco,3,0.951236638
mndsgn,3,0.828325314
native construct,3,0.989002282
louis the child,3,0.850744963
the millennium,3,0.934113225
snarky puppy,3,0.892280861
rick trevino,3,0.923755648
the bahama soul club,3,0.846327687
jamie berry,3,0.976314383
kamasi washington,3,0.974937343
radney foster,3,0.908090082
kehlani,3,0.90683795
chill bump,3,0.869995406
steve cole,3,0.964699297
adelitas way,2,0.81193798
danielle nicole,2,0.978811249
michael mcdonald,2,0.971578105
blackalicious,2,0.912595492
dead meadow,2,0.9723633
gota,2,0.908428858
marc antoine,2,0.989254385
the sugarhill gang,2,0.953718814
janiva magness,2,0.963893353
finger eleven,2,0.952841403
tony yayo,2,0.877777471
night ranger,2,0.977417702
bernard allison,2,0.967717433
joan jett & the blackhearts,2,0.764627601
asheru and blue black of the unspoken heard,2,0.992082975
earl king,2,0.821945937
venom,2,0.964156635
gene ammons,2,0.975831351
soil,2,0.871690792
the cold stares,2,0.90795761
eazy-e,2,0.912178584
mike stern,2,0.973817165
grizzly bear,2,0.951239995
sunny day real estate,2,0.99746517
jaden,2,0.839788128
tommy guerrero,2,0.993763157
count basic,2,0.974428597
kittie,2,0.996875
john cafferty & the beaver brown band,2,0.982846445
mike oldfield,2,0.99215761
gina sicilia,2,0.996469214
charlie hunter,2,0.975648941
dream warriors,2,0.937734231
roxanne shante,2,0.964073663
the magpie salute,2,0.997299169
freeman,2,0.981107465
sidewalk prophets,2,0.937357387
at the drive in,2,0.996526185
soulfly,2,0.886761803
3rd force,2,0.901605257
joell ortiz,2,0.920171966
bloodhound gang,2,0.680792141
sex pistols,2,0.891118278
kasabian,2,0.874816304
mic geronimo,2,0.987177025
foals,2,0.905825954
jason gray,2,0.912165507
tito puente,2,0.800431765
tuck & patti,2,0.93208688
biz markie,2,0.951120088
grinderman,2,0.996979055
"fear, and loathing in las vegas",2,0.902707588
miri ben-ari,2,0.975484782
cky,2,0.960600796
aynsley lister,2,0.938788999
gin wigmore,2,0.873094827
lord finesse,2,0.928299262
brooklyn funk essentials,2,0.996063102
benny carter,2,0.951384903
unknown mortal orchestra,2,0.925508663
rakim,2,0.912290964
skool 77,2,0.97431416
parliament,2,0.997295852
greyboy,2,0.988822904
m.o.p.,2,0.926553461
jake bugg,2,0.877564981
david gilmour,2,0.981741281
jim morrison,2,0.98495407
maceo parker,2,0.941889339
dinah shore,2,0.986113297
baby boy da prince,2,0.887579321
avail hollywood,2,0.96288407
smokepurpp,2,0.865776776
the dining rooms,2,0.985299468
llorca,2,0.963889484
mos def,2,0.898113046
the stone foxes,2,0.967253999
the herbaliser,2,0.961828255
gerry mulligan,2,0.971582038
dan hill,2,0.892451576
franz ferdinand,2,0.892528195
rae & christian,2,0.995607349
lil baby,2,0.909872361
tha alkaholiks,2,0.89001241
twiddle,2,0.93487524
freddie mercury,2,0.904640915
pusha t,2,0.887252727
mark knopfler,2,0.997027423
jawbreaker,2,0.962335134
gane rimatore,2,0.997357496
the spaniels,2,0.995488722
bigg robb,2,0.949528618
third day,2,0.996994102
wc,2,0.931676029
black country communion,2,0.936717817
blue states,2,0.993233083
aaron shust,2,0.929559786
the bones of j.r. jones,2,0.987369457
machine head,2,0.997285609
harry james,2,0.890522323
susannah mccorkle,2,0.918825965
the stone roses,2,0.89073868
richard elliot,2,0.940244466
rich mullins,2,0.99771167
guster,2,0.917125078
shyheim,2,0.885954944
philip sayce,2,0.861038223
nelson,2,0.895424653
peace orchestra,2,0.951645685
q-tip,2,0.886194816
billy eckstine,2,0.838444549
melvins,2,0.941735195
type o negative,2,0.940983814
afterlife,2,0.876228986
brian hughes,2,0.870365414
1000mods,2,0.954551315
jon secada,2,0.922700955
vintage trouble,2,0.996899256
chris standring,2,0.956634308
henrik freischlader,2,0.994374523
l7,2,0.992987276
down,2,0.995998287
jackyl,2,0.986725023
all that remains,2,0.928374061
arrested development,2,0.9458316
sweatshop union,2,0.870264233
hazhe,2,0.930401102
dc talk,2,0.965834872
the almighty defenders,2,0.978908478
the whispers,2,0.887964063
(hed) p.e.,2,0.984090997
marc reis,2,0.979149106
the cult,2,0.998041155
american football,2,0.984868421
powerman 5000,2,0.912704549
vendetta beats,2,0.922501518
the devil and the almighty blues,2,0.975737364
mod sun,2,0.921836469
white lion,2,0.937714972
killing joke,2,0.844070828
the pogues,2,0.923821553
exodus,2,0.983946891
nuyorican soul,2,0.913387148
the hooters,2,0.881602553
j.j. fad,2,0.915091012
steve perry,2,0.837794153
saving abel,2,0.967451958
the libertines,2,0.920814009
kmfdm,2,0.994119782
los lobos,2,0.826798512
muddy magnolias,2,0.920938822
seth walker,2,0.964252999
stereo mc's,2,0.900443673
jerry cantrell,2,0.927632947
fats waller,2,0.941896349
nitin sawhney,2,0.948144816
v.i.c.,2,0.880676886
fidlar,2,0.962311104
butthole surfers,2,0.887625338
charlie parr,2,0.99102205
faster pussycat,2,0.953490748
future islands,2,0.898638077
laura story,2,0.97445949
bombino,2,0.987183869
mr. scruff,2,0.926889001
james taylor quartet,2,0.996371611
tosca,2,0.995248538
roy hargrove,2,0.928756573
paul taylor,2,0.983862711
everlast,2,0.988259715
supreme beings of leisure,2,0.985919274
king diamond,2,0.972067169
stryper,2,0.994939271
kix,2,0.923341447
joe corfield,2,0.977384269
mase,2,0.891689433
rend collective,2,0.940038231
11 acorn lane,2,0.995215311
milt jackson,2,0.946198987
lone ranger,2,0.930924233
dub syndicate,2,0.967024931
arthur lyman,2,0.978211958
jean-luc ponty,2,0.973047882
diablo swing orchestra,2,0.88581937
crumb,2,0.836154102
cold war kids,2,0.843646845
missio,2,0.770017463
earl hines,2,0.89647299
toyan,2,0.981780841
big john patton,2,0.974400571
ranking joe,2,0.946910702
black slate,2,0.996358207
chocolate milk,2,0.928086761
peach pit,2,0.791764614
thad jones,2,0.927642628
tradition,2,0.927000722
la lupe,2,0.982324282
ne obliviscaris,2,0.995948753
louie ramirez,2,0.955292292
willie colón,2,0.99739249
junior byles,2,0.974254087
kenny burrell,2,0.900792382
ramsey lewis,2,0.995935092
agnostoi gnostoi,2,0.925136239
the disciples,2,0.970761711
atlantic five jazz band,2,0.936344486
scientist,2,0.97948059
diana king,2,0.801242406
born jamericans,2,0.954737297
cortex,2,0.970725465
jacki-o,2,0.891589135
jean carn,2,0.963783186
vektor,2,0.996364538
ramp,2,0.81309828
tenth avenue north,2,0.905804352
adam jensen,2,0.921703105
lord echo,2,0.95001239
ray brown,2,0.890099491
jah stitch,2,0.974833597
art farmer,2,0.940299086
the twinkle brothers,2,0.954884193
norman connors,2,0.937977033
j.c. lodge,2,0.978065024
eric lindell,2,0.968867874
reks,2,0.945260289
uneven structure,2,0.941271075
tenor saw,2,0.843321597
john mclaughlin,2,0.959382151
badflower,2,0.82128543
linval thompson,2,0.944100729
jeru the damaja,2,0.867076443
maynard ferguson,2,0.988589851
asher d,2,0.987171053
nate millyunz,2,0.962344472
silk rhodes,2,0.917168571
oscar jerome,2,0.931962516
digitalluc,2,0.927117691
omaure,2,0.99612312
deeb,2,0.956892231
tia ray,2,0.983870449
charles lloyd,2,0.994178628
marion meadows,2,0.965787263
caligula's horse,2,0.959160309
august greene,2,0.966608438
buena vista social club,2,0.984593152
lester nowhere,2,0.92390171
ron carter,2,0.97698757
chon,2,0.957979626
pharoah sanders,2,0.904953798
gabriel garzón-montano,2,0.996486135
flofilz,2,0.985910669
klischée,2,0.953520463
leroyce,2,0.917903251
ivan ave,2,0.981609404
gary burton,2,0.98929237
ken parker,2,0.94145154
kandace springs,2,0.982300456
wallows,2,0.907558835
joya landis,2,0.961067659
the procussions,2,0.932190251
the electric swing circus,2,0.99569873
tony williams,2,0.906913205
lou donaldson,2,0.878349076
dillinger,2,0.998219009
joomanji,2,0.89968513
junior m.a.f.i.a.,2,0.907591896
boogie belgique,2,0.986796766
nine,2,0.850007627
dominic fike,2,0.709556024
i dont know how but they found me,2,0.885668424
the techniques,2,0.835166378
u-roy,2,0.941346411
jim hall,2,0.958679925
jackie mittoo,2,0.936053731
art tatum,2,0.997141999
chris squire,2,0.982972267
slakah the beatchild,2,0.986675138
freddie hubbard,2,0.805337813
goth babe,2,0.70003437
stranger cole,2,0.917569032
roberto roena y su apollo sound,2,0.923932492
justin hinds,2,0.9853036
natural vibrations,2,0.961503936
highly suspect,2,0.90086158
billy bi$hop,2,0.95454585
vicente garcia,2,0.979276316
brand nubian,2,0.912289214
raging fyah,2,0.997205184
positive,2,0.976963382
rambutan jam band,2,0.994851258
skalpel,2,0.944172026
the bad plus,2,0.922600405
aidonia,2,0.971855241
chezidek,2,0.951216749
swiss,2,0.964469291
marcus johnson,2,0.928176954
kabaka pyramid,2,0.857591471
shrub,2,0.963597858
sons of zion,2,0.917756263
eliane elias,2,0.921484228
hellyeah,2,0.933743262
lake street dive,2,0.971959841
kay starr,2,0.88065949
wheeland brothers,2,0.958808461
bedroom,2,0.919584236
fattburger,2,0.979983896
streetwize,2,0.994360568
marcus miller,2,0.991447368
nils,2,0.855420432
tropidelic,2,0.8395738
skip marley,2,0.929295855
nostalgia 77,2,0.881998835
the frightnrs,2,0.935036029
large professor,2,0.991681035
hip-hop wieners,2,0.880826975
backini,2,0.936404317
soel,2,0.944229801
mr. lil one,2,0.985601713
jackson c. frank,2,0.970963044
night riots,2,0.915933961
lionel hampton,2,0.948751311
cass mccombs,2,0.874477304
peabo bryson,2,0.870862668
lovebug starski,2,0.864320186
dj tomekk,2,0.968897978
sindicato argentino del hip hop,2,0.98996419
vulfpeck,2,0.977297505
ronnie self,2,0.940030895
rubén blades,2,0.9128089
mfsb,2,0.995704334
chronic law,2,0.981086983
paul bley,2,0.96491682
jada kingdom,2,0.965228714
shag rock,2,0.929915341
tessellated,2,0.97006699
the hip abduction,2,0.977274971
breakestra,2,0.966510512
sara gazarek,2,0.99619033
no vacation,2,0.942586943
three legged fox,2,0.97170969
grizfolk,2,0.99694944
10 ft. ganja plant,2,0.982411936
hunny,2,0.876122668
i wayne,2,0.986970184
badfish,2,0.932000417
moon taxi,2,0.997400311
bargain music,2,0.853876474
trae tha truth,2,0.933736356
dezarie,2,0.983266556
ronnie foster,2,0.974986637
keely smith,2,0.962227479
cultura profética,2,0.968228037
waldeck,2,0.994089502
della reese,2,0.958664081
ugly duckling,2,0.891698021
montefiori cocktail,2,0.942439071
summer salt,2,0.943150201
stitchie,2,0.95812227
hawk nelson,2,0.992433313
pablo moses,2,0.955469231
carol welsman,2,0.908455201
nicole henry,2,0.900698311
michael lington,2,0.941780493
dj vadim,2,0.973327761
lutan fyah,2,0.99434069
nickodemus,2,0.923848788
the four freshmen,2,0.99176752
lincoln brewster,2,0.679588555
nick colionne,2,0.979623589
audiodub,2,0.980411633
flox,2,0.975819468
part one tribe,2,0.959318848
echo movement,2,0.958528019
spyro gyra,2,0.978675893
john klemmer,2,0.950351173
mungo's hi fi,2,0.985777178
eddy grant,2,0.789683634
woody shaw,2,0.952739166
oli silk,2,0.989056846
sdib,2,0.951388988
boosie badazz,2,0.823167087
ariel pink,2,0.909862638
mo kalamity,2,0.969134196
chuck fenda,2,0.987560814
da'ville,2,0.979285338
kris kross,2,0.901384025
dread mar i,2,0.8431718
belleruche,2,0.998226458
delicatessen,2,0.933712959
"grover washington, jr.",2,0.949407468
nje,2,0.980473043
alan lomax,2,0.974866817
frank patterson,2,0.994360902
frankie goes to hollywood,2,0.981675635
red simpson,2,0.985829597
alphaville,2,0.938936388
mac davis,2,0.988619514
charlie louvin,2,0.994496457
wynn stewart,2,0.972849989
ciara,2,0.91987419
sonny terry,2,0.989862316
rev. gary davis,2,0.997807017
howard jones,2,0.782700076
the bangles,2,0.995841996
wham!,2,0.993050731
propaganda,2,0.874575556
the dream academy,2,0.948734843
modern talking,2,0.956397938
dj khaled,2,0.97825122
strawberry switchblade,2,0.941669188
wang chung,2,0.9693948
arthur russell,2,0.909096468
moby grape,2,0.968466852
quicksilver messenger service,2,0.99710213
french montana,2,0.91413274
the chameleons,2,0.997086716
wall of voodoo,2,0.94556909
pirates of the mississippi,2,0.958446168
bob mould,2,0.982064464
steve goodman,2,0.827062591
daniel o'donnell,2,0.995022038
the motels,2,0.996519278
foster & allen,2,0.99500612
glenn frey,2,0.958907595
billy joe shaver,2,0.972597284
delaney & bonnie,2,0.941945815
donna fargo,2,0.942935098
george jones & tammy wynette,2,0.985036008
lacy j. dalton,2,0.907913953
silver,2,0.978747669
the waterboys,2,0.904004471
the kendalls,2,0.985059439
the plimsouls,2,0.934759103
michael hurley,2,0.984077841
book of love,2,0.994172932
yanni,2,0.980834494
famous dex,2,0.986339344
harry styles,2,0.895135254
lisa stansfield,2,0.966127052
prettymuch,2,0.990448603
banes world,2,0.947752448
hi-five,2,0.914938747
rita ora,2,0.868953104
jacquees,2,0.952209459
the breeders,2,0.833287731
yoke lore,2,0.817336102
the cleftones,2,0.997309118
the connells,2,0.884410091
young thug,2,0.965923356
slowdive,2,0.780339162
the band camino,2,0.979522011
hailee steinfeld,2,0.977971686
daya,2,0.93635089
charlie puth,2,0.915745212
eric bellinger,2,0.998060816
billy j. kramer,2,0.936062348
smallpools,2,0.947692242
mt. joy,2,0.933602669
ruel,2,0.977235733
saweetie,2,0.950943775
bruce hornsby,2,0.880737906
rich the kid,2,0.996665873
metro boomin,2,0.911004538
zayn,2,0.987402572
noah kahan,2,0.961909112
the communards,2,0.969886612
the del-vikings,2,0.899468422
samantha fox,2,0.80400044
brian wilson,2,0.983167197
the chainsmokers,2,0.937554114
guy,2,0.93835401
bebe rexha,2,0.914153546
dua lipa,2,0.928838398
a$ap ferg,2,0.977749925
roxette,2,0.998235867
pnb rock,2,0.973244481
al b. sure!,2,0.977404375
swing out sister,2,0.896643548
skip james,2,0.954410488
laurie anderson,2,0.962333798
red foley,2,0.995150478
eleven hundred springs,2,0.996339927
david gates,2,0.995633971
tony orlando & dawn,2,0.985438126
the crickets,2,0.78396946
kishore kumar,2,0.994575498
bay city rollers,2,0.883986847
bleu edmondson,2,0.776271082
ace,2,0.863792352
max stalling,2,0.924705508
the wreckers,2,0.936245055
the diamonds,2,0.956037234
julio iglesias,2,0.922888588
lobo,2,0.993518278
trent tomlinson,2,0.908019018
lindsey haun,2,0.886038592
the be good tanyas,2,0.954780124
chris de burgh,2,0.908969427
randy crawford,2,0.845029645
kenny nolan,2,0.991054649
reckless kelly,2,0.981032383
bette midler,2,0.900540277
missing persons,2,0.995143964
john martyn,2,0.927638808
love and theft,2,0.995984279
casey james,2,0.941627768
colin blunstone,2,0.996933794
corb lund,2,0.873754268
argent,2,0.857886465
thompson square,2,0.938272347
twang and round,2,0.980147455
glenn lewis,2,0.916953597
lauren alaina,2,0.957142713
jackson taylor & the sinners,2,0.997457678
josh thompson,2,0.996092149
stealers wheel,2,0.993845183
odyssey,2,0.901522551
crucifix,2,0.994954262
james otto,2,0.983193518
tech n9ne collabos,2,0.988476802
emitt rhodes,2,0.928818669
david nail,2,0.996172249
smokie,2,0.939142351
kyle park,2,0.984067528
shooter jennings,2,0.996663837
bow wow wow,2,0.79105188
th' dudes,2,0.995607349
roger creager,2,0.98480546
lila mccann,2,0.947072135
