artist_name,occurrences,theme_weight
firefall,15,0.956858916
herbie hancock,15,0.894449692
new order,15,0.979195837
a day to remember,15,0.966474578
the mavericks,15,0.959207715
wiz khalifa,15,0.952221533
manfred mann,15,0.933797781
tanya tucker,15,0.930596837
the gladiators,15,0.936632748
marilyn manson,15,0.964635096
the doors,15,0.968726212
morphine,15,0.94560458
death cab for cutie,15,0.940057476
creedence clearwater revival,15,0.952650761
travis tritt,15,0.96567545
rival sons,15,0.922672656
prince far i,15,0.958079855
jon bellion,15,0.931100027
wilco,15,0.957407967
grateful dead,15,0.926425061
basia,15,0.961736994
cheap trick,15,0.88643809
slave,15,0.9661568
busta rhymes,14,0.937644946
the mamas & the papas,14,0.956984535
"""weird al"" yankovic",14,0.946326464
dionne warwick,14,0.915554162
uncle kracker,14,0.94481024
carl smith,14,0.9596358
steve miller band,14,0.921869478
the avett brothers,14,0.953598976
rise against,14,0.945597585
average white band,14,0.94931371
mose allison,14,0.962271035
howlin' wolf,14,0.928421845
george duke,14,0.960397294
upchurch,14,0.966376163
ten years after,14,0.93483221
jamey johnson,14,0.969650378
sticky fingers,14,0.927216806
the neighbourhood,14,0.914421874
susan tedeschi,14,0.950325428
hank williams iii,14,0.973485605
jerry vale,14,0.933953539
black pistol fire,14,0.954630134
bobby vinton,14,0.9651433
linton kwesi johnson,14,0.902812461
dave mason,14,0.945679896
travis scott,14,0.951152844
taj mahal,14,0.970978392
ice cube,14,0.927687317
lata mangeshkar,14,0.959445504
j-kwon,14,0.956554009
les paul,14,0.954281607
peter gabriel,14,0.955673232
jackson browne,14,0.948320021
roger miller,14,0.956491749
limp bizkit,14,0.924477785
seether,14,0.910727553
gramatik,14,0.983597305
charlie rich,14,0.961836825
the faceless,14,0.966307514
lucinda williams,14,0.939759165
foghat,14,0.916574558
blues traveler,14,0.957375371
three dog night,14,0.965901114
céline dion,14,0.963599339
jonas brothers,14,0.932809307
tribal seeds,14,0.967780102
clay walker,14,0.955074759
nofx,14,0.961251515
the meters,14,0.892470696
soundgarden,14,0.914454239
bobby vee,14,0.979179947
brooks & dunn,14,0.980888523
the dillinger escape plan,14,0.950132819
capleton,14,0.960680344
maxi priest,14,0.957360597
poco,14,0.948716684
joan baez,14,0.986117824
simon & garfunkel,14,0.959816178
bo diddley,13,0.956492418
lavern baker,13,0.943502221
bone thugs-n-harmony,13,0.871855135
minutemen,13,0.950279044
swans,13,0.96752262
t. rex,13,0.983259808
styx,13,0.983335817
grace potter & the nocturnals,13,0.952215541
the miracles,13,0.923916231
jay reatard,13,0.944700108
van halen,13,0.941640236
tom petty,13,0.947560071
primus,13,0.955181079
das efx,13,0.897638498
del shannon,13,0.912691901
dion,13,0.916712781
"albert hammond, jr.",13,0.958803166
the outlaws,13,0.966319429
juice newton,13,0.96487528
voivod,13,0.900338051
bachman-turner overdrive,13,0.962509049
blackfoot,13,0.913150915
bryan adams,13,0.897682073
eek-a-mouse,13,0.951511246
sugarland,13,0.979797831
paramore,13,0.908323738
gladys knight & the pips,13,0.91412797
earl thomas conley,13,0.974932303
the abyssinians,13,0.963138471
taylor swift,13,0.950326197
matisyahu,13,0.923587833
eva cassidy,13,0.955342539
groove armada,13,0.920264791
rihanna,13,0.916795743
hollywood undead,13,0.892656004
demi lovato,13,0.945081548
steve wariner,13,0.969121533
joe sample,13,0.974421618
pato banton,13,0.916886817
jerry jeff walker,13,0.963147317
the ethiopians,13,0.967687267
john denver,13,0.964274555
eagles,13,0.939966139
shaggy,13,0.936425593
devin townsend project,13,0.910171582
hiatus kaiyote,13,0.94922161
descendents,13,0.899661879
gentle giant,13,0.979185597
prince buster,13,0.956403569
rod stewart,13,0.920400482
desmond dekker,12,0.944312998
dennis wilson,12,0.926326574
mickey gilley,12,0.938423624
the gun club,12,0.886814306
the raconteurs,12,0.933798098
parov stelar,12,0.926855844
robert cray,12,0.968172298
zero 7,12,0.985362161
stevie ray vaughan,12,0.953680438
john fogerty,12,0.928397187
killswitch engage,12,0.971098895
dorothy,12,0.956428057
jack white,12,0.916100746
the statler brothers,12,0.97762622
anderson east,12,0.952028129
no doubt,12,0.940249225
thank you scientist,12,0.943355373
hank snow,12,0.931406414
the brian jonestown massacre,12,0.950122369
aswad,12,0.966452008
jefferson starship,12,0.97608534
beth hart,12,0.936933516
nicki minaj,12,0.965716428
sanchez,12,0.94194883
eddie rabbitt,12,0.916449749
roberta flack,12,0.920640115
cab calloway,12,0.933558317
christafari,12,0.924059084
prince,12,0.945932208
dmx,12,0.8582659
brantley gilbert,12,0.979392142
leon redbone,12,0.935916298
the velvet underground,12,0.969745466
joy division,12,0.946745903
natalie cole,12,0.924686501
rufus,12,0.947401469
ohio players,12,0.98145116
gene vincent & his blue caps,12,0.90625326
george harrison,12,0.970581668
tower of power,12,0.941618051
bruce springsteen,12,0.917978289
nancy wilson,12,0.981063809
the emotions,12,0.965285669
james taylor,12,0.93270711
jimmy durante,12,0.994283435
avril lavigne,12,0.923870636
kelly clarkson,12,0.926073284
snoop dogg,12,0.911170985
montgomery gentry,12,0.922642325
björk,12,0.953033692
collin raye,12,0.963292091
trisha yearwood,12,0.971767654
gillian welch,12,0.950485862
groundation,12,0.940944008
adele,12,0.945853919
madeleine peyroux,12,0.94484432
the holdup,12,0.968455967
cross canadian ragweed,12,0.931847802
pete rock & c.l. smooth,12,0.925776197
steppenwolf,12,0.97009955
cream,12,0.956540392
leann rimes,12,0.963172227
nightmares on wax,12,0.937742347
john mayall & the bluesbreakers,12,0.967210939
the yardbirds,12,0.935845103
the charlie daniels band,12,0.963470809
macka b,12,0.942867874
slade,12,0.908798683
nappy roots,12,0.906256654
boz scaggs,12,0.961304886
"peter, paul and mary",12,0.982419827
the killers,12,0.959014728
nick lowe,12,0.971256678
violent femmes,12,0.926105819
seals and crofts,12,0.959064536
barry manilow,12,0.939245082
krs-one,12,0.928165224
joni mitchell,11,0.964545434
alton ellis,11,0.970920918
brad paisley,11,0.96426754
atlanta rhythm section,11,0.938510214
beres hammond,11,0.950331158
hozier,11,0.991719055
rob zombie,11,0.941458923
ariana grande,11,0.94793573
mighty diamonds,11,0.978647453
sister rosetta tharpe,11,0.953307936
johnny lee,11,0.942115263
tom petty and the heartbreakers,11,0.940569008
barrington levy,11,0.943169159
the lumineers,11,0.946039345
nitty gritty dirt band,11,0.969109784
john hiatt,11,0.937268013
cocoa tea,11,0.941654922
percy sledge,11,0.933174835
renaissance,11,0.964997438
crystal gayle,11,0.957975988
sonny james,11,0.974674077
the pretty things,11,0.940172983
james gang,11,0.930820154
they might be giants,11,0.945128217
chet atkins,11,0.979591649
josh turner,11,0.921812887
gary clark jr.,11,0.93984319
big & rich,11,0.894630561
the louvin brothers,11,0.982351087
freddy fender,11,0.952535583
ambrosia,11,0.941276397
diamond & the psychotic neurotics,11,0.968646644
gene clark,11,0.952864586
casey donahew,11,0.954962197
the j. geils band,11,0.89771843
the brand new heavies,11,0.934133132
carly simon,11,0.925556021
russ,11,0.897087294
the lemonheads,11,0.886079376
ry cooder,11,0.971919714
robert earl keen,11,0.958278026
the derek trucks band,11,0.867843506
morgan heritage,11,0.95794802
popcaan,11,0.969603243
50 cent,11,0.966041806
daryl hall & john oates,11,0.970929186
kings of leon,11,0.884357964
orchestral manoeuvres in the dark,11,0.960991462
albert collins,11,0.958247968
vampire weekend,11,0.89282802
count basie,11,0.933700495
freddie king,11,0.948021698
daryle singletary,11,0.930779133
jay & the americans,11,0.96559266
boston,11,0.921832275
scorpions,11,0.9160001
miles davis,11,0.874481564
tracy chapman,11,0.928306642
jah cure,11,0.945960616
my chemical romance,11,0.96375002
gorillaz,11,0.923175886
john michael montgomery,11,0.952685821
the flamingos,11,0.945269149
wanda jackson,11,0.956146604
rosemary clooney,11,0.973415842
thelonious monk,11,0.989106133
steve earle,11,0.967090629
ricky van shelton,11,0.977583084
the marvelettes,11,0.971225073
mary wells,11,0.918736045
jelly roll,10,0.961421965
khalid,10,0.971737971
cody jinks,10,0.973327947
patti austin,10,0.936053428
lady antebellum,10,0.951791384
jeezy,10,0.964959864
welshly arms,10,0.916922571
grandson,10,0.807153133
the ink spots,10,0.970817809
luke bryan,10,0.961912463
anita o'day,10,0.966054824
johnny thunders,10,0.92194863
jimmy dean,10,0.915879286
fabolous,10,0.96282126
aaron lewis,10,0.956722884
the stooges,10,0.846675416
eddie cochran,10,0.931775964
nat king cole trio,10,0.942927415
richard thompson,10,0.931162162
cracker,10,0.955662027
"bobby ""blue"" bland",10,0.906403129
supersuckers,10,0.914122679
the dells,10,0.98166576
granger smith,10,0.950050299
anthrax,10,0.961068073
black flag,10,0.896544552
florence + the machine,10,0.954752201
motörhead,10,0.887040583
dead kennedys,10,0.926570732
hüsker dü,10,0.969988149
shirley bassey,10,0.973292015
def leppard,10,0.951031355
ed sheeran,10,0.958834157
kid cudi,10,0.943978608
jane's addiction,10,0.941062363
jah shaka,10,0.948880694
ramones,10,0.849913168
backstreet boys,10,0.965275484
bob seger,10,0.965761708
dion & the belmonts,10,0.922778661
keith jarrett,10,0.943209661
ajr,10,0.896930896
ratt,10,0.904265366
peter green,10,0.915009502
damian marley,10,0.926072641
silver jews,10,0.944927229
bob james,10,0.923999023
midnite,10,0.951931046
jim croce,10,0.945410216
passafire,10,0.934357456
john brown's body,10,0.903185388
thomas rhett,10,0.94683383
tricky,10,0.943383867
duran duran,10,0.934413593
elvis costello & the attractions,10,0.961592088
chris stapleton,10,0.990780925
sarah mclachlan,10,0.97578028
my bloody valentine,10,0.972936052
ween,10,0.887215654
mark wills,10,0.956742145
the vines,10,0.91868803
the pharcyde,10,0.942401919
pete townshend,10,0.921034516
nickelback,10,0.886238143
johnny paycheck,10,0.95248156
patty loveless,10,0.956654825
wishbone ash,10,0.970838481
old 97's,10,0.94768419
graham nash,10,0.975481109
the heavy,10,0.967240547
dixie chicks,10,0.9800381
free,10,0.946749176
erasure,10,0.961699558
cowboy junkies,10,0.982195871
can,10,0.914754558
mark chesnutt,10,0.953088396
tenacious d,10,0.922527477
jordan rakei,9,0.946219651
lou rawls,9,0.953918881
television,9,0.932501772
ini kamoze,9,0.939896268
beck,9,0.980529384
traveling wilburys,9,0.960467905
peter white,9,0.977243402
nas,9,0.930067782
fairport convention,9,0.923253404
mavado,9,0.942575828
tim buckley,9,0.959958222
johnny clarke,9,0.968568755
tame impala,9,0.924309618
cody johnson,9,0.948008817
the notorious b.i.g.,9,0.951909259
link wray,9,0.92856427
beyoncé,9,0.92059201
killah priest,9,0.889605605
mgmt,9,0.94889676
the psychedelic furs,9,0.965749319
suicidal tendencies,9,0.918815732
horace andy,9,0.893351997
the andrews sisters,9,0.894751883
kathy mattea,9,0.98273217
rickie lee jones,9,0.964282584
the b-52's,9,0.93271127
bon iver,9,0.866860155
the manhattan transfer,9,0.902946354
the youngbloods,9,0.952127008
ken boothe,9,0.973176826
k.t. oslin,9,0.962129522
little anthony & the imperials,9,0.93402576
mary chapin carpenter,9,0.944968311
wayne wonder,9,0.954740729
guy clark,9,0.977765886
lee hazlewood,9,0.962235658
love,9,0.918943712
lady gaga,9,0.919499354
ky-mani marley,9,0.955762032
eddie kendricks,9,0.950415776
johnnie taylor,9,0.946746181
gerry rafferty,9,0.932616553
trina,9,0.908548773
the score,9,0.781464936
the cadillacs,9,0.970259364
tinariwen,9,0.981338635
jimmy reed,9,0.962522577
wolfmother,9,0.970138533
hieroglyphics,9,0.97303394
leon russell,9,0.912297501
terror x crew,9,0.948558818
sonny boy williamson ii,9,0.903183707
brian eno,9,0.978811251
galactic,9,0.956813774
john cale,9,0.951861154
johnny winter,9,0.936207961
nujabes,9,0.959504755
the outfield,9,0.893787902
savoy brown,9,0.910508133
young the giant,9,0.894922305
the modern lovers,9,0.914512519
derek & the dominos,9,0.934507818
manfred mann's earth band,9,0.980105342
warren haynes,9,0.958034609
nahko and medicine for the people,9,0.951292141
dave brubeck,9,0.974710599
rory gallagher,9,0.935070629
sweet,9,0.929422905
lonestar,9,0.922041455
john lennon,9,0.945458593
john coltrane,9,0.964798845
the shirelles,9,0.959461011
martina mcbride,9,0.957828364
rjd2,9,0.942710875
wynton marsalis,9,0.964090824
nanci griffith,9,0.948444743
loggins & messina,9,0.952155047
big bad voodoo daddy,9,0.911880948
thirty seconds to mars,9,0.9070244
melody gardot,9,0.957954729
chris young,9,0.975889702
bullet for my valentine,9,0.929812832
dr. hook,9,0.935831168
dj shadow,9,0.884603797
led zeppelin,9,0.96329028
smokey robinson & the miracles,9,0.899472989
maroon 5,9,0.963987056
white denim,9,0.969893976
wax tailor,9,0.933660745
janet jackson,9,0.931923498
june carter cash,9,0.987611156
indigo girls,9,0.972444482
necrophagist,9,0.896537023
mel mcdaniel,9,0.953368765
odetta,9,0.962867736
chris botti,9,0.968074296
johnny horton,9,0.966338131
the national,9,0.929226775
childish gambino,9,0.964475955
shabba ranks,8,0.94243402
dan seals,8,0.92886267
dizzy gillespie,8,0.956195817
screamin' jay hawkins,8,0.972923024
george shearing,8,0.961848884
half pint,8,0.976814444
gary numan,8,0.967908708
unkle,8,0.937602036
lee greenwood,8,0.961864664
new edition,8,0.934025928
justin bieber,8,0.904833461
gloria estefan,8,0.872252306
bonobo,8,0.952351715
shinehead,8,0.98199217
mudvayne,8,0.941462908
john hartford,8,0.947749631
the brothers four,8,0.972872875
sawyer brown,8,0.952050853
black rob,8,0.939479214
albert king,8,0.966829995
one drop,8,0.956194292
pacific dub,8,0.931714112
gaither vocal band,8,0.954043565
toby keith,8,0.927873027
sammy kershaw,8,0.975045675
aaron tippin,8,0.979420829
chronixx,8,0.947491833
magic!,8,0.875863031
koko taylor,8,0.916579878
casting crowns,8,0.877826444
chubby checker,8,0.955068039
devin townsend,8,0.933893648
whiskeytown,8,0.939859692
barbra streisand,8,0.957107277
montrose,8,0.943895396
the blues brothers,8,0.918523991
talk talk,8,0.97588056
the mad lads,8,0.92740335
dave koz,8,0.956759886
dave van ronk,8,0.965987548
the strokes,8,0.93921984
duke ellington,8,0.968199406
heavy d,8,0.93606004
restless heart,8,0.930841671
galaxie 500,8,0.980120543
the flying burrito brothers,8,0.923853438
theory of a deadman,8,0.938718741
the soft boys,8,0.933951492
the fixx,8,0.960184025
paula abdul,8,0.889184944
cyndi lauper,8,0.946071003
pete rock,8,0.973235949
black lips,8,0.948281303
jimmy buffett,8,0.931272375
alt-j,8,0.924965369
mel tormé,8,0.989826144
michael martin murphey,8,0.973999713
townes van zandt,8,0.97538294
needtobreathe,8,0.892513646
the bellamy brothers,8,0.937505197
the drifters,8,0.963157261
bob wills,8,0.976615422
g-eazy,8,0.960564509
oasis,8,0.878455391
the brothers johnson,8,0.940420352
barbara mandrell,8,0.965077442
gil scott-heron,8,0.950681129
rosanne cash,8,0.929805789
the wailers,8,0.960545445
rainbow kitten surprise,8,0.91099127
the record company,8,0.9201785
the jam,8,0.949288604
kacey musgraves,8,0.898618465
humble pie,8,0.940458262
brothers osborne,8,0.94971374
the clovers,8,0.979431409
beenie man,8,0.934593027
joan armatrading,8,0.937943694
paul anka,8,0.994274862
a-ha,8,0.943841176
jamie n commons,8,0.92194928
tina turner,8,0.89642827
camel,8,0.974400797
david sanborn,8,0.903288216
the fleetwoods,8,0.966191083
royal blood,8,0.989672645
pennywise,8,0.94308446
stanley clarke,8,0.963096475
sturgill simpson,8,0.941467629
sum 41,8,0.950505516
bruce cockburn,8,0.945367693
pablo cruise,8,0.908343433
shovels & rope,8,0.95456596
phyllis hyman,8,0.931743302
pet shop boys,8,0.933960782
waka flocka flame,8,0.930169608
the jeff healey band,8,0.92635362
stone temple pilots,8,0.951225445
the 1975,8,0.945319516
the guess who,8,0.988699756
florida georgia line,8,0.908339458
faces,8,0.966064703
static-x,8,0.957173856
drive-by truckers,8,0.945941163
buffalo springfield,8,0.941673866
queensrÿche,8,0.96351702
andy gibb,8,0.896643771
pestilence,8,0.977314198
ministry,8,0.973019112
10cc,8,0.962570098
chris knight,8,0.947804685
dio,8,0.950708506
benny goodman,8,0.961827843
bazzi,7,0.980885926
billie eilish,7,0.936339
ben e. king,7,0.973911765
yung joc,7,0.933419325
chris montez,7,0.979268281
jamie cullum,7,0.967786135
